database_slug,source_person_id,source_person_unique_id,date_of_birth,trait_key,source_trait_id,source_trait_name,source_bit_index,source_value,mapping_confidence,source_bitmask_hex,source_record_offset,source_person_record_offset,source_person_record_end_offset,mapping_version
fm2005_vanilla_original,4025,11062,1965-08-21,argues_with_officials,18,Argues With Officials,17,1,1.0,200000020000,25851717,25851628,25851921,fm2005-ppm-v1
fm2005_vanilla_original,4025,11062,1965-08-21,hits_free_kicks_with_power,46,Hits Free Kicks With Power,45,1,1.0,200000020000,25851717,25851628,25851921,fm2005-ppm-v1
fm2005_vanilla_original,5354,14643,1966-01-29,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,000000000008,54352835,54352746,54353087,fm2005-ppm-v1
fm2005_vanilla_original,136895,4201324,1966-02-26,gets_crowd_going,42,Gets Crowd Going,41,1,1.0,020000000000,52932929,52932840,52933141,fm2005-ppm-v1
fm2005_vanilla_original,42,53,1966-04-24,comes_deep_to_get_ball,20,Comes Deep To Get Ball,19,1,1.0,000301080000,24991312,24991223,24991572,fm2005-ppm-v1
fm2005_vanilla_original,42,53,1966-04-24,looks_for_pass_rather_than_attempting_to_score,25,Looks For Pass Rather Than Attempting To Score,24,1,1.0,000301080000,24991312,24991223,24991572,fm2005-ppm-v1
fm2005_vanilla_original,42,53,1966-04-24,tries_to_play_way_out_of_trouble,33,Tries To Play Way Out Of Trouble,32,1,1.0,000301080000,24991312,24991223,24991572,fm2005-ppm-v1
fm2005_vanilla_original,42,53,1966-04-24,stays_back_at_all_times,34,Stays Back At All Times,33,1,1.0,000301080000,24991312,24991223,24991572,fm2005-ppm-v1
fm2005_vanilla_original,2248,6643,1966-05-13,moves_into_channels,5,Moves Into Channels,4,1,1.0,820008000010,25281952,25281863,25282139,fm2005-ppm-v1
fm2005_vanilla_original,2248,6643,1966-05-13,knocks_ball_past_opponent,28,Knocks Ball Past Opponent,27,1,1.0,820008000010,25281952,25281863,25282139,fm2005-ppm-v1
fm2005_vanilla_original,2248,6643,1966-05-13,gets_crowd_going,42,Gets Crowd Going,41,1,1.0,820008000010,25281952,25281863,25282139,fm2005-ppm-v1
fm2005_vanilla_original,2248,6643,1966-05-13,likes_to_switch_ball_to_other_flank,48,Likes To Switch Ball To Other Flank,47,1,1.0,820008000010,25281952,25281863,25282139,fm2005-ppm-v1
fm2005_vanilla_original,4689,12646,1966-05-16,argues_with_officials,18,Argues With Officials,17,1,1.0,000001020000,14050093,14050004,14050305,fm2005-ppm-v1
fm2005_vanilla_original,4689,12646,1966-05-16,looks_for_pass_rather_than_attempting_to_score,25,Looks For Pass Rather Than Attempting To Score,24,1,1.0,000001020000,14050093,14050004,14050305,fm2005-ppm-v1
fm2005_vanilla_original,123890,2010071,1966-07-05,runs_with_ball_through_centre,3,Runs With Ball Through Centre,2,1,1.0,000080000984,24984293,24984204,24984537,fm2005-ppm-v1
fm2005_vanilla_original,123890,2010071,1966-07-05,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,000080000984,24984293,24984204,24984537,fm2005-ppm-v1
fm2005_vanilla_original,123890,2010071,1966-07-05,shoots_long,9,Shoots Long,8,1,1.0,000080000984,24984293,24984204,24984537,fm2005-ppm-v1
fm2005_vanilla_original,123890,2010071,1966-07-05,curls_ball,12,Curls Ball,11,1,1.0,000080000984,24984293,24984204,24984537,fm2005-ppm-v1
fm2005_vanilla_original,123890,2010071,1966-07-05,arrives_late_in_opposition_area,32,Arrives Late In Opposition Area,31,1,1.0,000080000984,24984293,24984204,24984537,fm2005-ppm-v1
fm2005_vanilla_original,122333,2004658,1966-07-24,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000000008000,16040578,16040489,16040782,fm2005-ppm-v1
fm2005_vanilla_original,2826,8089,1966-07-26,tries_tricks,36,Tries Tricks,35,1,1.0,000800000000,25089494,25089405,25089706,fm2005-ppm-v1
fm2005_vanilla_original,60100,534640,1966-11-18,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,000000040000,10737386,10737297,10737573,fm2005-ppm-v1
fm2005_vanilla_original,123754,2008272,1966-11-20,winds_up_opponents,17,Winds Up Opponents,16,1,1.0,000000030000,23416302,23416213,23416514,fm2005-ppm-v1
fm2005_vanilla_original,123754,2008272,1966-11-20,argues_with_officials,18,Argues With Officials,17,1,1.0,000000030000,23416302,23416213,23416514,fm2005-ppm-v1
fm2005_vanilla_original,121802,2004088,1966-12-18,shoots_with_power,10,Shoots With Power,9,1,1.0,000000000200,16055233,16055144,16055461,fm2005-ppm-v1
fm2005_vanilla_original,3043,8529,1967-01-24,places_shots,11,Places Shots,10,1,1.0,022000062400,25291148,25291059,25291333,fm2005-ppm-v1
fm2005_vanilla_original,3043,8529,1967-01-24,likes_to_try_to_beat_offside_trap,14,Likes To Try To Beat Offside Trap,13,1,1.0,022000062400,25291148,25291059,25291333,fm2005-ppm-v1
fm2005_vanilla_original,3043,8529,1967-01-24,argues_with_officials,18,Argues With Officials,17,1,1.0,022000062400,25291148,25291059,25291333,fm2005-ppm-v1
fm2005_vanilla_original,3043,8529,1967-01-24,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,022000062400,25291148,25291059,25291333,fm2005-ppm-v1
fm2005_vanilla_original,3043,8529,1967-01-24,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,022000062400,25291148,25291059,25291333,fm2005-ppm-v1
fm2005_vanilla_original,3043,8529,1967-01-24,gets_crowd_going,42,Gets Crowd Going,41,1,1.0,022000062400,25291148,25291059,25291333,fm2005-ppm-v1
fm2005_vanilla_original,2822,8083,1967-02-11,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,000000408008,24985314,24985225,24985534,fm2005-ppm-v1
fm2005_vanilla_original,2822,8083,1967-02-11,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000000408008,24985314,24985225,24985534,fm2005-ppm-v1
fm2005_vanilla_original,2822,8083,1967-02-11,dictates_tempo,23,Dictates Tempo,22,1,1.0,000000408008,24985314,24985225,24985534,fm2005-ppm-v1
fm2005_vanilla_original,72486,706389,1967-02-28,likes_to_round_keeper,13,Likes To Round Keeper,12,1,1.0,840000011000,27284441,27284352,27284628,fm2005-ppm-v1
fm2005_vanilla_original,72486,706389,1967-02-28,winds_up_opponents,17,Winds Up Opponents,16,1,1.0,840000011000,27284441,27284352,27284628,fm2005-ppm-v1
fm2005_vanilla_original,72486,706389,1967-02-28,tries_first_time_shots,43,Tries First Time Shots,42,1,1.0,840000011000,27284441,27284352,27284628,fm2005-ppm-v1
fm2005_vanilla_original,72486,706389,1967-02-28,likes_to_switch_ball_to_other_flank,48,Likes To Switch Ball To Other Flank,47,1,1.0,840000011000,27284441,27284352,27284628,fm2005-ppm-v1
fm2005_vanilla_original,121537,2003808,1967-02-28,uses_outside_of_foot,15,Uses Outside Of Foot,14,1,1.0,002000004000,16051815,16051726,16052027,fm2005-ppm-v1
fm2005_vanilla_original,121537,2003808,1967-02-28,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,002000004000,16051815,16051726,16052027,fm2005-ppm-v1
fm2005_vanilla_original,2245,6637,1967-03-20,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,004000000040,25195855,25195766,25196083,fm2005-ppm-v1
fm2005_vanilla_original,2245,6637,1967-03-20,does_not_dive_into_tackles,39,Does Not Dive Into Tackles,38,1,1.0,004000000040,25195855,25195766,25196083,fm2005-ppm-v1
fm2005_vanilla_original,122874,2005237,1967-03-27,moves_into_channels,5,Moves Into Channels,4,1,1.0,000000000010,16483488,16483399,16483692,fm2005-ppm-v1
fm2005_vanilla_original,72487,706390,1967-04-05,likes_to_switch_ball_to_other_flank,48,Likes To Switch Ball To Other Flank,47,1,1.0,800000000000,25909799,25909710,25909986,fm2005-ppm-v1
fm2005_vanilla_original,1043,2555,1967-04-28,shoots_with_power,10,Shoots With Power,9,1,1.0,000000000200,25057379,25057290,25057575,fm2005-ppm-v1
fm2005_vanilla_original,4017,11053,1967-05-20,gets_crowd_going,42,Gets Crowd Going,41,1,1.0,020000000000,25055858,25055769,25056078,fm2005-ppm-v1
fm2005_vanilla_original,128350,3300188,1967-06-17,stops_play,27,Stops Play,26,1,1.0,000004000000,54373255,54373166,54373467,fm2005-ppm-v1
fm2005_vanilla_original,121490,2003755,1967-07-22,likes_to_try_to_beat_offside_trap,14,Likes To Try To Beat Offside Trap,13,1,1.0,000000002000,16505769,16505680,16505997,fm2005-ppm-v1
fm2005_vanilla_original,5292,14520,1967-08-31,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000101400040,34775497,34775408,34775693,fm2005-ppm-v1
fm2005_vanilla_original,5292,14520,1967-08-31,dictates_tempo,23,Dictates Tempo,22,1,1.0,000101400040,34775497,34775408,34775693,fm2005-ppm-v1
fm2005_vanilla_original,5292,14520,1967-08-31,looks_for_pass_rather_than_attempting_to_score,25,Looks For Pass Rather Than Attempting To Score,24,1,1.0,000101400040,34775497,34775408,34775693,fm2005-ppm-v1
fm2005_vanilla_original,5292,14520,1967-08-31,tries_to_play_way_out_of_trouble,33,Tries To Play Way Out Of Trouble,32,1,1.0,000101400040,34775497,34775408,34775693,fm2005-ppm-v1
fm2005_vanilla_original,70458,700939,1967-09-07,likes_ball_played_into_feet,45,Likes Ball Played Into Feet,44,1,1.0,100000000000,25792333,25792244,25792529,fm2005-ppm-v1
fm2005_vanilla_original,122228,2004544,1967-10-21,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,002000000000,16044314,16044225,16044534,fm2005-ppm-v1
fm2005_vanilla_original,1301,3260,1968-01-12,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,004000480240,54338579,54338490,54338788,fm2005-ppm-v1
fm2005_vanilla_original,1301,3260,1968-01-12,shoots_with_power,10,Shoots With Power,9,1,1.0,004000480240,54338579,54338490,54338788,fm2005-ppm-v1
fm2005_vanilla_original,1301,3260,1968-01-12,comes_deep_to_get_ball,20,Comes Deep To Get Ball,19,1,1.0,004000480240,54338579,54338490,54338788,fm2005-ppm-v1
fm2005_vanilla_original,1301,3260,1968-01-12,dictates_tempo,23,Dictates Tempo,22,1,1.0,004000480240,54338579,54338490,54338788,fm2005-ppm-v1
fm2005_vanilla_original,1301,3260,1968-01-12,does_not_dive_into_tackles,39,Does Not Dive Into Tackles,38,1,1.0,004000480240,54338579,54338490,54338788,fm2005-ppm-v1
fm2005_vanilla_original,6781,104382,1968-01-22,stays_back_at_all_times,34,Stays Back At All Times,33,1,1.0,002200000000,57909777,57909688,57910005,fm2005-ppm-v1
fm2005_vanilla_original,6781,104382,1968-01-22,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,002200000000,57909777,57909688,57910005,fm2005-ppm-v1
fm2005_vanilla_original,5243,14435,1968-01-24,dictates_tempo,23,Dictates Tempo,22,1,1.0,000000400000,25513858,25513769,25514086,fm2005-ppm-v1
fm2005_vanilla_original,121881,2004174,1968-01-27,shoots_with_power,10,Shoots With Power,9,1,1.0,000000000200,16077592,16077503,16077788,fm2005-ppm-v1
fm2005_vanilla_original,35084,401289,1968-02-02,stays_back_at_all_times,34,Stays Back At All Times,33,1,1.0,000200000000,20182629,20182540,20182833,fm2005-ppm-v1
fm2005_vanilla_original,121644,2003922,1968-02-07,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,000000040000,16098091,16098002,16098319,fm2005-ppm-v1
fm2005_vanilla_original,205934,7542381,1968-02-11,shoots_long,9,Shoots Long,8,1,1.0,000000000100,37090072,37089983,37090284,fm2005-ppm-v1
fm2005_vanilla_original,4397,11991,1968-02-14,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,000000000011,37062364,37062275,37062592,fm2005-ppm-v1
fm2005_vanilla_original,4397,11991,1968-02-14,moves_into_channels,5,Moves Into Channels,4,1,1.0,000000000011,37062364,37062275,37062592,fm2005-ppm-v1
fm2005_vanilla_original,2967,8431,1968-02-17,argues_with_officials,18,Argues With Officials,17,1,1.0,000400020000,25013555,25013466,25013823,fm2005-ppm-v1
fm2005_vanilla_original,2967,8431,1968-02-17,avoids_using_weaker_foot,35,Avoids Using Weaker Foot,34,1,1.0,000400020000,25013555,25013466,25013823,fm2005-ppm-v1
fm2005_vanilla_original,123876,2008644,1968-02-24,plays_one_twos,21,Plays One-Twos,20,1,1.0,400040100000,25309598,25309509,25309810,fm2005-ppm-v1
fm2005_vanilla_original,123876,2008644,1968-02-24,dwells_on_ball,31,Dwells On Ball,30,1,1.0,400040100000,25309598,25309509,25309810,fm2005-ppm-v1
fm2005_vanilla_original,123876,2008644,1968-02-24,likes_to_beat_man_repeatedly,47,Likes To Beat Man Repeatedly,46,1,1.0,400040100000,25309598,25309509,25309810,fm2005-ppm-v1
fm2005_vanilla_original,1456,3856,1968-03-24,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000200008000,41644506,41644417,41644710,fm2005-ppm-v1
fm2005_vanilla_original,1456,3856,1968-03-24,stays_back_at_all_times,34,Stays Back At All Times,33,1,1.0,000200008000,41644506,41644417,41644710,fm2005-ppm-v1
fm2005_vanilla_original,99212,900071,1968-04-11,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,008000100C09,48622478,48622389,48622690,fm2005-ppm-v1
fm2005_vanilla_original,99212,900071,1968-04-11,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,008000100C09,48622478,48622389,48622690,fm2005-ppm-v1
fm2005_vanilla_original,99212,900071,1968-04-11,places_shots,11,Places Shots,10,1,1.0,008000100C09,48622478,48622389,48622690,fm2005-ppm-v1
fm2005_vanilla_original,99212,900071,1968-04-11,curls_ball,12,Curls Ball,11,1,1.0,008000100C09,48622478,48622389,48622690,fm2005-ppm-v1
fm2005_vanilla_original,99212,900071,1968-04-11,plays_one_twos,21,Plays One-Twos,20,1,1.0,008000100C09,48622478,48622389,48622690,fm2005-ppm-v1
fm2005_vanilla_original,99212,900071,1968-04-11,cuts_inside,40,Cuts Inside,39,1,1.0,008000100C09,48622478,48622389,48622690,fm2005-ppm-v1
fm2005_vanilla_original,1578,4060,1968-04-23,stays_back_at_all_times,34,Stays Back At All Times,33,1,1.0,000200000000,20146880,20146791,20147108,fm2005-ppm-v1
fm2005_vanilla_original,123277,2005668,1968-06-04,dictates_tempo,23,Dictates Tempo,22,1,1.0,000000400000,16082605,16082516,16082817,fm2005-ppm-v1
fm2005_vanilla_original,36,45,1968-06-26,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,004200008000,24940040,24939951,24940308,fm2005-ppm-v1
fm2005_vanilla_original,36,45,1968-06-26,stays_back_at_all_times,34,Stays Back At All Times,33,1,1.0,004200008000,24940040,24939951,24940308,fm2005-ppm-v1
fm2005_vanilla_original,36,45,1968-06-26,does_not_dive_into_tackles,39,Does Not Dive Into Tackles,38,1,1.0,004200008000,24940040,24939951,24940308,fm2005-ppm-v1
fm2005_vanilla_original,123878,2009066,1968-07-09,winds_up_opponents,17,Winds Up Opponents,16,1,1.0,400800070000,25021929,25021840,25022181,fm2005-ppm-v1
fm2005_vanilla_original,123878,2009066,1968-07-09,argues_with_officials,18,Argues With Officials,17,1,1.0,400800070000,25021929,25021840,25022181,fm2005-ppm-v1
fm2005_vanilla_original,123878,2009066,1968-07-09,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,400800070000,25021929,25021840,25022181,fm2005-ppm-v1
fm2005_vanilla_original,123878,2009066,1968-07-09,tries_tricks,36,Tries Tricks,35,1,1.0,400800070000,25021929,25021840,25022181,fm2005-ppm-v1
fm2005_vanilla_original,123878,2009066,1968-07-09,likes_to_beat_man_repeatedly,47,Likes To Beat Man Repeatedly,46,1,1.0,400800070000,25021929,25021840,25022181,fm2005-ppm-v1
fm2005_vanilla_original,2972,8436,1968-07-09,hits_free_kicks_with_power,46,Hits Free Kicks With Power,45,1,1.0,200000000000,25730824,25730735,25731060,fm2005-ppm-v1
fm2005_vanilla_original,11285,128350,1968-07-13,gets_crowd_going,42,Gets Crowd Going,41,1,1.0,020000000000,24691909,24691820,24692129,fm2005-ppm-v1
fm2005_vanilla_original,121147,2003385,1968-07-16,places_shots,11,Places Shots,10,1,1.0,020000000400,16309917,16309828,16310121,fm2005-ppm-v1
fm2005_vanilla_original,121147,2003385,1968-07-16,gets_crowd_going,42,Gets Crowd Going,41,1,1.0,020000000400,16309917,16309828,16310121,fm2005-ppm-v1
fm2005_vanilla_original,1871,4869,1968-07-19,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,000000120408,14004209,14004120,14004453,fm2005-ppm-v1
fm2005_vanilla_original,1871,4869,1968-07-19,places_shots,11,Places Shots,10,1,1.0,000000120408,14004209,14004120,14004453,fm2005-ppm-v1
fm2005_vanilla_original,1871,4869,1968-07-19,argues_with_officials,18,Argues With Officials,17,1,1.0,000000120408,14004209,14004120,14004453,fm2005-ppm-v1
fm2005_vanilla_original,1871,4869,1968-07-19,plays_one_twos,21,Plays One-Twos,20,1,1.0,000000120408,14004209,14004120,14004453,fm2005-ppm-v1
fm2005_vanilla_original,133257,3802660,1968-07-19,shoots_with_power,10,Shoots With Power,9,1,1.0,000000000200,25604710,25604621,25604897,fm2005-ppm-v1
fm2005_vanilla_original,4061,11120,1968-08-21,argues_with_officials,18,Argues With Officials,17,1,1.0,000000020000,25107352,25107263,25107481,fm2005-ppm-v1
fm2005_vanilla_original,1006,2452,1968-08-22,runs_with_ball_through_centre,3,Runs With Ball Through Centre,2,1,1.0,0004200120A4,37708298,37708209,37708451,fm2005-ppm-v1
fm2005_vanilla_original,1006,2452,1968-08-22,gets_forward_whenever_possible,6,Gets Forward Whenever Possible,5,1,1.0,0004200120A4,37708298,37708209,37708451,fm2005-ppm-v1
fm2005_vanilla_original,1006,2452,1968-08-22,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,0004200120A4,37708298,37708209,37708451,fm2005-ppm-v1
fm2005_vanilla_original,1006,2452,1968-08-22,likes_to_try_to_beat_offside_trap,14,Likes To Try To Beat Offside Trap,13,1,1.0,0004200120A4,37708298,37708209,37708451,fm2005-ppm-v1
fm2005_vanilla_original,1006,2452,1968-08-22,winds_up_opponents,17,Winds Up Opponents,16,1,1.0,0004200120A4,37708298,37708209,37708451,fm2005-ppm-v1
fm2005_vanilla_original,1006,2452,1968-08-22,moves_ball_to_left_foot_before_dribble_attempt,30,Moves Ball To Left Foot Before Dribble Attempt,29,1,1.0,0004200120A4,37708298,37708209,37708451,fm2005-ppm-v1
fm2005_vanilla_original,1006,2452,1968-08-22,avoids_using_weaker_foot,35,Avoids Using Weaker Foot,34,1,1.0,0004200120A4,37708298,37708209,37708451,fm2005-ppm-v1
fm2005_vanilla_original,4118,11254,1968-09-07,dictates_tempo,23,Dictates Tempo,22,1,1.0,000000400000,25209125,25209036,25209329,fm2005-ppm-v1
fm2005_vanilla_original,2265,6663,1968-09-14,winds_up_opponents,17,Winds Up Opponents,16,1,1.0,000000030000,10280498,10280409,10280710,fm2005-ppm-v1
fm2005_vanilla_original,2265,6663,1968-09-14,argues_with_officials,18,Argues With Officials,17,1,1.0,000000030000,10280498,10280409,10280710,fm2005-ppm-v1
fm2005_vanilla_original,12191,132081,1968-09-16,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000000008000,2989870,2989781,2990057,fm2005-ppm-v1
fm2005_vanilla_original,4721,12763,1968-09-17,shoots_long,9,Shoots Long,8,1,1.0,000000080100,41624893,41624804,41625097,fm2005-ppm-v1
fm2005_vanilla_original,4721,12763,1968-09-17,comes_deep_to_get_ball,20,Comes Deep To Get Ball,19,1,1.0,000000080100,41624893,41624804,41625097,fm2005-ppm-v1
fm2005_vanilla_original,131687,3600952,1968-09-19,curls_ball,12,Curls Ball,11,1,1.0,080000400800,23917377,23917288,23917522,fm2005-ppm-v1
fm2005_vanilla_original,131687,3600952,1968-09-19,dictates_tempo,23,Dictates Tempo,22,1,1.0,080000400800,23917377,23917288,23917522,fm2005-ppm-v1
fm2005_vanilla_original,131687,3600952,1968-09-19,tries_long_range_passes,44,Tries Long Range Passes,43,1,1.0,080000400800,23917377,23917288,23917522,fm2005-ppm-v1
fm2005_vanilla_original,2794,7941,1968-10-12,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,200400800208,25102124,25102035,25102336,fm2005-ppm-v1
fm2005_vanilla_original,2794,7941,1968-10-12,shoots_with_power,10,Shoots With Power,9,1,1.0,200400800208,25102124,25102035,25102336,fm2005-ppm-v1
fm2005_vanilla_original,2794,7941,1968-10-12,attempts_overhead_kicks,24,Attempts Overhead Kicks,23,1,1.0,200400800208,25102124,25102035,25102336,fm2005-ppm-v1
fm2005_vanilla_original,2794,7941,1968-10-12,avoids_using_weaker_foot,35,Avoids Using Weaker Foot,34,1,1.0,200400800208,25102124,25102035,25102336,fm2005-ppm-v1
fm2005_vanilla_original,2794,7941,1968-10-12,hits_free_kicks_with_power,46,Hits Free Kicks With Power,45,1,1.0,200400800208,25102124,25102035,25102336,fm2005-ppm-v1
fm2005_vanilla_original,12038,131925,1968-10-17,argues_with_officials,18,Argues With Officials,17,1,1.0,000020020000,2947313,2947224,2947533,fm2005-ppm-v1
fm2005_vanilla_original,12038,131925,1968-10-17,moves_ball_to_left_foot_before_dribble_attempt,30,Moves Ball To Left Foot Before Dribble Attempt,29,1,1.0,000020020000,2947313,2947224,2947533,fm2005-ppm-v1
fm2005_vanilla_original,122389,2004716,1968-10-17,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,000000000001,16013932,16013843,16014192,fm2005-ppm-v1
fm2005_vanilla_original,9850,120589,1968-10-23,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000000000040,36461754,36461665,36461998,fm2005-ppm-v1
fm2005_vanilla_original,6038,103381,1968-12-11,argues_with_officials,18,Argues With Officials,17,1,1.0,2080000A0000,25040361,25040272,25040581,fm2005-ppm-v1
fm2005_vanilla_original,6038,103381,1968-12-11,comes_deep_to_get_ball,20,Comes Deep To Get Ball,19,1,1.0,2080000A0000,25040361,25040272,25040581,fm2005-ppm-v1
fm2005_vanilla_original,6038,103381,1968-12-11,cuts_inside,40,Cuts Inside,39,1,1.0,2080000A0000,25040361,25040272,25040581,fm2005-ppm-v1
fm2005_vanilla_original,6038,103381,1968-12-11,hits_free_kicks_with_power,46,Hits Free Kicks With Power,45,1,1.0,2080000A0000,25040361,25040272,25040581,fm2005-ppm-v1
fm2005_vanilla_original,125510,2016456,1968-12-18,runs_with_ball_through_centre,3,Runs With Ball Through Centre,2,1,1.0,000000000064,1855276,1855187,1855488,fm2005-ppm-v1
fm2005_vanilla_original,125510,2016456,1968-12-18,gets_forward_whenever_possible,6,Gets Forward Whenever Possible,5,1,1.0,000000000064,1855276,1855187,1855488,fm2005-ppm-v1
fm2005_vanilla_original,125510,2016456,1968-12-18,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000000000064,1855276,1855187,1855488,fm2005-ppm-v1
fm2005_vanilla_original,3253,9060,1968-12-27,moves_into_channels,5,Moves Into Channels,4,1,1.0,010000000010,25245790,25245701,25246002,fm2005-ppm-v1
fm2005_vanilla_original,3253,9060,1968-12-27,hugs_line,41,Hugs Line,40,1,1.0,010000000010,25245790,25245701,25246002,fm2005-ppm-v1
fm2005_vanilla_original,3886,10728,1968-12-28,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,002000038000,14682693,14682604,14682937,fm2005-ppm-v1
fm2005_vanilla_original,3886,10728,1968-12-28,winds_up_opponents,17,Winds Up Opponents,16,1,1.0,002000038000,14682693,14682604,14682937,fm2005-ppm-v1
fm2005_vanilla_original,3886,10728,1968-12-28,argues_with_officials,18,Argues With Officials,17,1,1.0,002000038000,14682693,14682604,14682937,fm2005-ppm-v1
fm2005_vanilla_original,3886,10728,1968-12-28,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,002000038000,14682693,14682604,14682937,fm2005-ppm-v1
fm2005_vanilla_original,8181,114695,1969-01-04,tries_long_range_freekicks,37,Tries Long Range Freekicks,36,1,1.0,005000000000,23338892,23338803,23339096,fm2005-ppm-v1
fm2005_vanilla_original,8181,114695,1969-01-04,does_not_dive_into_tackles,39,Does Not Dive Into Tackles,38,1,1.0,005000000000,23338892,23338803,23339096,fm2005-ppm-v1
fm2005_vanilla_original,13048,133087,1969-01-12,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000000000040,14278669,14278580,14278856,fm2005-ppm-v1
